Pavarde Vardas  ND1 ND2 ND3 ND4 ND5 ND6 ND7 ND8 ND9 ND10 Egzaminas
Šimkus Martynas 6 3 5 4 8 3 8 2 2 10 8
?epas Laurynas 5 4 4 4 9 7 6 4 2 3 3
Grigaitis Vilius 9 7 1 8 6 10 9 7 10 3 9
?epas Arnas 3 4 6 1 1 6 5 8 4 2 6
Sadauskas Adomas 6 4 3 5 7 4 4 4 3 9 10
Vasiliauskas Nojus 5 8 4 5 10 9 1 3 10 4 4
Šimkus Andrius 10 6 5 1 6 3 7 10 2 5 9
Grigaitis Vilius 1 2 9 7 10 10 3 9 4 5 10
Kavaliauskas Lukas 2 3 5 8 4 6 6 7 4 6 3
Jankauskas Adomas 1 8 5 2 4 1 9 5 7 10 2
Kairys Ignas 8 4 5 10 10 8 1 3 10 10 5
Pocius Paulius 6 10 5 4 9 10 10 3 8 1 2
Petrauskas Jonas 8 5 5 2 7 6 6 8 10 9 7
Bacevi?ius Paulius 6 9 4 3 1 10 9 5 3 8 1
Noreika Martynas 9 8 10 8 4 9 5 2 4 6 10
Petrauskas Martynas 5 8 4 5 8 6 5 1 10 4 4
?epas Deividas 6 8 9 10 5 3 2 1 5 8 10
Kazlauskas Laurynas 5 5 4 5 1 3 3 10 8 5 10
Kazlauskas Ignas 2 6 3 5 1 3 10 5 5 5 8
Sadauskas Jonas 9 6 7 3 10 5 6 7 10 2 7
?epas Rokas 7 10 7 1 3 2 8 10 9 7 5
Vasiliauskas Rokas 7 8 6 7 5 6 5 2 9 10 6
Kazlauskas Dominykas 10 8 2 4 6 7 3 10 9 6 2
Pocius Kajus 4 1 2 7 8 4 1 1 4 10 9
?epas Martynas 4 9 9 8 1 2 3 10 7 4 10
Jankauskas Titas 8 10 3 7 9 10 10 5 3 7 9
ukauskas Paulius 10 6 2 4 4 4 1 9 1 1 8
Bacevi?ius Paulius 4 6 6 2 6 7 10 6 4 10 9
Giedraitis Laurynas 4 2 2 8 1 10 10 6 7 2 1
Valantinas Martynas 1 6 7 4 1 6 5 5 10 2 10
ukauskas Dominykas 3 4 1 5 6 7 8 2 3 2 1
Kazlauskas Nojus 3 4 2 10 1 8 7 6 9 2 9
Šimkus Titas 2 1 5 5 10 9 4 1 7 4 1
?epas Laurynas 9 3 3 4 6 2 3 8 9 4 1
Petrauskas Dominykas 7 1 7 6 9 2 2 4 3 5 1
Vasiliauskas Lukas 10 1 7 2 1 9 9 1 7 8 7
Paulauskas Mantas 3 7 9 3 3 9 4 10 7 1 5
Jankauskas Dovydas 2 3 5 3 7 9 4 4 2 9 2
Grigaitis Dominykas 4 10 9 2 10 8 6 4 5 8 7
Noreika Jonas 4 4 10 6 2 4 2 8 8 10 8
Jankauskas Dominykas 6 4 8 7 2 4 4 10 1 6 6
Sadauskas Paulius 9 2 1 4 10 10 4 9 1 10 8
Kazlauskas Deividas 10 10 5 1 9 4 9 10 4 5 4
Mikalauskas Nojus 1 2 8 9 4 7 7 9 6 3 4
Petrauskas Nojus 7 10 1 8 9 8 2 4 5 1 5
Bacevi?ius Mantas 1 1 4 3 4 8 1 6 8 10 6
Mikalauskas Andrius 2 6 9 9 10 10 5 3 5 3 4
Kavaliauskas Titas 2 5 1 8 7 5 9 10 7 9 3
Kazlauskas Kajus 2 7 8 9 2 5 2 4 10 10 2
Grigaitis Deividas 10 8 2 1 7 1 9 3 4 10 10
Šimkus Laurynas 4 1 4 9 10 10 6 7 9 9 2
Giedraitis Jonas 1 8 1 9 10 2 6 6 7 3 7
Sadauskas Martynas 10 6 3 2 8 8 4 5 2 3 5
Vasiliauskas Adomas 2 6 5 7 7 2 9 10 6 7 3
Paulauskas Nojus 7 10 9 6 7 1 6 9 4 7 3
Jankauskas Dovydas 2 6 2 9 5 6 2 8 3 7 5
Valantinas Tomas 6 8 4 3 1 3 2 3 3 3 8
Pocius Andrius 6 8 5 10 2 2 5 7 3 8 5
Giedraitis Laurynas 7 9 4 1 9 3 3 3 2 10 7
Jankauskas Adomas 9 2 2 8 7 7 10 2 3 7 4
ukauskas Rokas 2 5 6 5 8 9 7 5 10 10 10
Bacevi?ius Tomas 5 5 2 4 4 5 10 6 4 9 10
Stankevi?ius Deividas 7 2 1 10 8 5 7 7 4 4 2
Stankevi?ius Nojus 5 1 9 6 1 9 5 6 3 8 9
Jankauskas Andrius 8 2 9 3 6 2 4 1 5 9 6
Šimkus Arnas 8 6 2 10 7 8 8 6 5 4 3
Mikalauskas Lukas 8 7 2 8 10 2 5 3 9 10 6
Stankevi?ius Vilius 10 3 1 8 5 3 4 10 5 2 10
Bacevi?ius Vilius 2 8 10 9 3 8 9 1 3 6 5
Pocius Dovydas 5 4 2 7 6 8 10 3 10 8 8
Grigaitis Kajus 5 8 5 2 4 5 5 2 3 6 6
Pocius Tomas 10 1 4 2 5 5 1 8 2 10 8
Jankauskas Titas 4 2 9 6 10 4 7 6 3 7 6
Giedraitis Nojus 9 9 5 10 5 8 7 8 8 1 7
?epas Benas 5 3 10 5 3 8 5 6 8 7 2
Mikalauskas Tomas 2 9 10 10 7 9 8 4 9 8 2
Paulauskas Tomas 7 5 6 10 5 8 9 7 8 9 7
Grigaitis Paulius 8 9 7 6 9 10 9 8 4 4 8
Grigaitis Dominykas 7 4 3 5 8 4 7 7 9 9 7
Stankevi?ius Andrius 5 1 3 10 1 8 10 10 9 1 1
Mikalauskas Benas 9 5 1 1 7 2 6 7 6 7 5
Pocius Nojus 4 8 5 7 9 6 5 6 1 10 9
Paulauskas Tomas 8 8 9 5 2 4 5 6 8 9 2
Kazlauskas Deividas 5 9 5 5 6 1 7 6 2 4 10
Pocius Deividas 4 6 3 10 4 4 10 3 9 2 8
Vasiliauskas Martynas 4 4 2 4 3 8 8 3 2 4 5
Bacevi?ius Rokas 4 6 4 5 7 3 7 10 6 4 8
Maeika Deividas 8 10 8 1 4 8 2 2 9 8 2
Maeika Vilius 4 3 1 3 5 5 9 6 4 8 4
Giedraitis Arnas 6 8 1 10 4 7 10 8 1 5 2
Valantinas Dominykas 2 8 10 6 7 2 5 3 3 10 7
Kairys Martynas 4 7 4 2 5 4 6 9 8 6 8
Kavaliauskas Paulius 10 6 9 6 10 7 10 7 9 3 3
Paulauskas Paulius 3 5 2 7 1 9 2 5 9 8 9
Kazlauskas Lukas 6 2 3 9 5 3 1 7 10 8 2
Valantinas Benas 1 10 2 4 2 1 1 5 4 8 2
Pocius Kajus 9 2 8 6 6 7 6 9 2 10 2
Stankevi?ius Paulius 8 10 9 5 4 2 9 4 8 8 8
Valantinas Nojus 3 7 7 4 8 9 3 3 6 7 6
Valantinas Ignas 1 7 2 6 2 3 8 5 10 2 8
Kavaliauskas Martynas 10 2 5 10 1 1 5 9 1 3 4
Stankevi?ius Tomas 8 8 2 9 6 1 10 2 5 4 8
Pocius Benas 4 7 9 6 6 1 2 8 10 5 8
Vasiliauskas Deividas 10 3 10 9 3 6 9 1 8 6 10
Giedraitis Arnas 4 4 1 4 1 4 1 2 6 3 6
Giedraitis Rokas 6 6 3 10 5 5 6 3 3 4 10
Noreika Dominykas 5 8 7 3 8 1 10 7 3 8 3
Šimkus Paulius 3 1 6 1 9 8 1 7 2 10 6
Vasiliauskas Andrius 7 1 1 5 9 4 2 1 9 2 2
Sadauskas Titas 6 10 2 10 2 10 4 7 6 10 9
Paulauskas Mantas 1 8 6 1 1 9 4 2 2 8 6
Kavaliauskas Kajus 10 2 8 1 2 10 8 10 1 2 2
Stankevi?ius Lukas 2 4 4 8 8 2 7 9 9 5 1
Šimkus Vilius 8 1 3 8 4 7 10 8 8 3 8
Šimkus Vilius 8 2 5 10 9 6 8 5 10 9 7
Bacevi?ius Kajus 5 10 4 3 2 9 2 8 4 9 7
Grigaitis Paulius 3 3 2 10 1 5 9 2 1 8 5
Noreika Tomas 1 8 4 6 6 4 1 1 9 2 6
Vasiliauskas Vilius 1 5 5 1 10 7 4 8 6 2 8
?epas Kajus 7 8 5 5 1 8 8 6 4 2 7
Mikalauskas Vilius 10 2 9 9 2 2 8 8 6 1 1
Pocius Tomas 1 5 3 3 9 8 4 8 4 3 4
Kazlauskas Tomas 7 8 4 8 8 5 1 5 3 6 10
Vasiliauskas Martynas 4 1 7 3 5 3 1 7 9 5 4
ukauskas Deividas 8 3 5 8 5 9 4 9 9 6 2
Kairys Martynas 6 4 7 3 5 10 9 8 3 10 6
Jankauskas Paulius 5 9 7 8 3 1 5 6 5 2 4
Pocius Mantas 9 7 1 7 2 8 5 4 9 6 2
Paulauskas Titas 2 2 1 6 10 10 8 10 8 5 2
Valantinas Arnas 1 10 9 2 6 10 9 7 9 6 8
Šimkus Laurynas 8 3 10 10 6 6 9 8 6 9 8
Kavaliauskas Deividas 10 2 2 6 9 1 3 9 3 1 9
Grigaitis Laurynas 3 4 9 8 3 3 6 7 3 8 2
Paulauskas Benas 9 10 8 4 4 2 5 6 1 4 2
Vasiliauskas Titas 4 5 9 5 7 8 2 8 1 5 2
Petrauskas Kajus 6 3 10 4 10 1 3 7 10 9 9
Kavaliauskas Vilius 2 10 3 3 3 1 6 1 6 4 6
Noreika Deividas 8 9 9 8 9 4 6 2 1 7 2
Giedraitis Laurynas 4 10 10 5 9 5 8 9 4 2 6
Sadauskas Martynas 5 9 4 4 1 4 6 10 4 6 9
Stankevi?ius Adomas 8 2 9 4 9 9 1 7 4 10 1
Kavaliauskas Lukas 9 4 10 7 3 8 3 7 10 6 10
Vasiliauskas Mantas 8 1 8 9 5 2 7 4 7 4 10
Šimkus Ignas 8 7 8 9 4 7 3 8 9 8 7
ukauskas Lukas 1 2 9 4 7 4 10 6 2 8 9
Kairys Titas 10 2 10 1 6 8 7 6 10 4 10
Maeika Kajus 7 2 9 6 6 7 8 8 7 5 6
Šimkus Mantas 6 5 6 2 3 9 4 9 10 6 4
ukauskas Martynas 1 10 4 3 2 1 9 10 1 9 2
Noreika Dominykas 3 3 6 7 4 1 10 6 2 3 10
Kavaliauskas Tomas 10 3 5 1 9 4 5 4 9 6 1
Petrauskas Martynas 6 5 7 7 8 8 4 5 7 7 3
Kazlauskas Rokas 3 1 7 7 5 5 9 7 7 9 6
Valantinas Dovydas 5 3 7 8 1 3 1 9 4 1 4
Stankevi?ius Rokas 2 10 3 10 6 3 6 8 4 6 8
Stankevi?ius Dominykas 5 10 3 2 1 4 6 10 4 1 1
Pocius Andrius 10 1 9 6 10 1 10 5 10 5 8
Kairys Nojus 8 3 3 3 7 8 5 9 8 4 1
Kairys Benas 5 5 6 2 6 6 8 1 9 2 9
Grigaitis Laurynas 4 2 9 1 7 4 6 3 3 10 4
Valantinas Kajus 1 5 8 5 6 1 2 6 9 10 3
Maeika Ignas 4 10 10 7 5 4 3 5 10 8 10
Jankauskas Dominykas 5 1 6 1 10 5 7 10 10 3 8
Bacevi?ius Jonas 1 4 9 8 4 6 2 5 3 6 9
Šimkus Tomas 5 3 6 7 3 9 7 7 8 10 8
Grigaitis Benas 8 7 10 6 2 8 7 1 10 10 7
Sadauskas Titas 1 6 5 3 2 7 1 3 4 1 4
Šimkus Dovydas 10 4 1 5 6 7 1 3 9 9 9
Noreika Martynas 7 9 2 6 5 8 5 8 8 3 10
Noreika Lukas 1 9 4 4 8 8 2 10 3 8 1
Petrauskas Andrius 2 5 2 10 3 3 2 10 6 3 4
Vasiliauskas Titas 10 4 4 3 8 10 5 8 8 1 7
Petrauskas Kajus 6 2 4 1 9 5 1 8 2 6 10
Petrauskas Dovydas 4 6 3 2 5 3 8 7 5 2 1
Kazlauskas Lukas 2 8 1 1 1 7 3 1 9 7 2
Kavaliauskas Rokas 5 1 8 6 7 3 1 9 7 8 8
Kairys Vilius 8 10 6 8 10 8 9 3 2 8 5
Kairys Jonas 6 4 2 1 3 7 5 1 9 7 5
Paulauskas Titas 2 1 4 7 1 8 6 3 8 9 9
Jankauskas Arnas 7 7 8 3 3 1 9 2 8 7 5
ukauskas Ignas 10 6 5 7 8 5 7 8 5 10 4
Petrauskas Andrius 4 2 5 6 8 1 2 2 9 4 5
Pocius Tomas 8 3 6 8 4 3 10 8 7 4 10
ukauskas Adomas 2 9 9 10 9 10 3 7 8 1 4
Giedraitis Dovydas 9 2 4 4 8 5 10 5 3 3 7
Kavaliauskas Mantas 6 9 9 1 10 8 8 3 6 9 5
Kairys Kajus 5 5 8 5 2 3 1 5 1 8 8
Mikalauskas Arnas 1 8 5 4 2 10 2 5 5 8 3
?epas Arnas 8 6 6 10 6 6 6 1 3 8 3
Šimkus Martynas 4 1 3 5 2 7 5 9 6 9 2
Jankauskas Kajus 1 6 1 7 2 4 9 9 1 8 7
?epas Martynas 8 9 4 8 1 5 6 10 2 10 9
Bacevi?ius Arnas 8 1 3 7 7 10 5 7 5 3 4
Stankevi?ius Tomas 3 2 8 8 2 3 2 4 1 3 7
Pocius Ignas 7 2 6 1 10 9 3 1 1 1 6
Maeika Jonas 10 4 5 6 8 1 10 9 1 4 2
Grigaitis Paulius 10 7 9 10 2 4 5 10 1 8 4
Grigaitis Adomas 4 4 9 6 2 8 2 10 9 6 5
ukauskas Dominykas 8 6 5 9 10 2 1 10 7 9 6
Mikalauskas Dovydas 8 2 5 8 3 8 7 6 8 10 9
Paulauskas Dominykas 7 5 4 6 4 9 1 2 5 4 10
Maeika Andrius 3 5 10 1 7 10 2 2 7 8 8
Paulauskas Nojus 8 9 5 6 2 10 10 4 9 5 7
Sadauskas Vilius 3 1 5 1 1 1 4 7 2 5 3
Noreika Rokas 9 2 7 9 6 3 1 5 3 8 2
Jankauskas Arnas 8 8 4 1 9 5 2 4 4 9 10
Jankauskas Benas 9 9 4 4 2 10 6 3 7 2 5
?epas Titas 5 7 3 7 2 9 5 7 8 3 1
Paulauskas Kajus 5 8 10 3 4 10 5 8 3 6 10
Kavaliauskas Dovydas 2 5 3 2 3 9 7 6 2 9 5
?epas Vilius 6 1 2 9 2 6 4 7 2 9 1
Bacevi?ius Andrius 9 10 6 9 10 3 6 9 7 3 8
Sadauskas Rokas 10 6 5 5 8 4 2 8 9 6 1
Grigaitis Benas 8 9 5 7 6 6 7 2 4 2 10
Kairys Jonas 2 2 8 4 9 8 6 4 9 2 3
Šimkus Paulius 2 6 3 10 2 2 7 1 9 4 3
Kazlauskas Ignas 10 5 2 6 8 5 8 7 2 6 6
Noreika Jonas 4 4 5 1 1 1 3 6 1 8 7
Kavaliauskas Lukas 10 9 3 4 9 5 10 2 6 6 3
Pocius Adomas 4 8 7 10 3 9 4 1 6 9 1
Mikalauskas Vilius 3 1 2 7 8 9 7 5 8 5 9
ukauskas Laurynas 5 5 9 2 3 3 1 9 4 1 10
Kazlauskas Dovydas 2 3 10 6 3 4 6 9 3 9 3
Kavaliauskas Dominykas 4 4 4 1 6 4 7 7 6 2 5
Paulauskas Adomas 8 2 3 5 3 5 4 10 4 1 1
Bacevi?ius Deividas 4 7 5 7 2 7 4 1 8 5 10
?epas Deividas 4 2 5 6 3 8 4 6 2 8 2
Mikalauskas Lukas 5 7 8 6 1 4 6 3 8 1 4
Kavaliauskas Martynas 3 3 3 4 2 8 1 3 2 9 10
Petrauskas Martynas 1 7 5 3 7 7 10 5 3 2 8
Paulauskas Dominykas 8 5 10 6 9 8 5 5 8 10 7
Kairys Laurynas 5 4 5 3 5 4 2 5 3 1 9
Vasiliauskas Mantas 10 8 2 8 1 2 6 10 2 8 3
Maeika Dominykas 4 2 6 7 2 2 1 10 6 3 1
Kairys Benas 2 1 2 5 2 3 3 3 10 9 5
Kazlauskas Benas 4 9 6 6 7 10 6 8 8 9 5
Paulauskas Rokas 4 10 8 5 3 6 9 10 9 10 1
Kavaliauskas Arnas 1 7 2 10 4 2 3 8 5 1 3
Noreika Martynas 2 10 9 7 8 5 1 9 7 2 2
Paulauskas Laurynas 6 1 5 10 10 8 10 2 4 5 6
Mikalauskas Martynas 1 2 2 3 5 4 2 10 1 8 1
Pocius Martynas 9 4 4 10 5 5 4 8 3 1 4
Sadauskas Benas 2 1 10 5 10 2 2 2 4 3 7
Kairys Laurynas 6 3 4 10 8 9 8 10 2 5 2
Kavaliauskas Jonas 9 6 9 6 2 5 6 5 7 5 5
Kairys Titas 1 9 7 6 1 1 2 3 6 3 7
Maeika Jonas 1 5 7 2 7 9 1 4 5 1 4
Petrauskas Jonas 5 10 4 6 2 9 6 7 8 3 7
Jankauskas Arnas 2 4 7 7 1 3 1 3 1 3 1
Sadauskas Jonas 2 8 5 8 7 5 6 2 8 6 5
Jankauskas Nojus 8 9 10 2 1 7 3 6 1 9 1
Vasiliauskas Andrius 8 2 1 7 5 6 4 1 10 5 2
Šimkus Andrius 8 10 2 3 6 10 6 4 4 7 2
Pocius Deividas 3 1 4 5 1 6 6 7 2 3 7
Noreika Dominykas 7 4 6 9 10 9 2 3 3 2 3
Jankauskas Laurynas 1 1 2 4 3 4 4 4 6 6 5
Jankauskas Mantas 1 2 3 2 4 2 1 2 3 4 9
Kazlauskas Dovydas 2 8 6 2 4 6 3 3 8 6 2
Paulauskas Jonas 7 10 1 4 6 9 2 5 8 8 5
?epas Mantas 5 10 7 7 2 4 4 2 3 9 2
Mikalauskas Nojus 5 5 10 3 7 9 4 3 10 6 3
Paulauskas Tomas 9 1 6 10 1 9 5 8 10 4 5
Petrauskas Vilius 5 9 3 10 5 9 1 8 6 1 8
Paulauskas Adomas 1 5 6 8 9 9 4 1 3 9 10
Jankauskas Dovydas 8 8 4 9 3 1 10 6 8 2 1
Jankauskas Andrius 3 3 3 5 6 6 5 4 3 10 2
Valantinas Lukas 9 9 5 6 3 6 10 9 3 1 4
Mikalauskas Laurynas 5 9 4 5 7 4 8 6 10 5 6
Kavaliauskas Vilius 1 6 1 10 8 9 1 9 1 8 10
Paulauskas Kajus 9 4 6 10 4 5 3 7 7 4 4
Sadauskas Tomas 2 7 8 1 8 9 3 6 4 5 6
Sadauskas Tomas 10 3 1 10 8 10 8 5 4 9 8
Kazlauskas Deividas 10 2 2 1 6 10 8 10 7 4 1
Bacevi?ius Tomas 7 2 7 8 2 5 7 4 9 6 2
Vasiliauskas Jonas 6 10 6 7 4 5 7 9 10 6 5
Paulauskas Titas 7 3 4 4 9 4 10 6 9 7 3
Maeika Tomas 1 1 2 7 8 3 8 10 3 3 3
Sadauskas Vilius 4 5 7 9 6 10 9 3 1 4 4
ukauskas Rokas 8 7 7 3 10 5 5 7 10 8 1
Kazlauskas Adomas 4 2 4 8 10 3 3 6 4 9 10
Bacevi?ius Dominykas 9 7 6 8 1 5 8 8 2 10 1
Valantinas Titas 7 9 9 7 1 9 2 9 7 8 4
Maeika Mantas 8 3 8 4 1 7 2 6 1 10 5
Maeika Andrius 3 10 7 6 1 1 8 1 7 4 9
Mikalauskas Kajus 3 5 7 7 9 3 3 7 2 4 6
Noreika Benas 2 7 8 3 8 9 4 2 8 3 7
Šimkus Nojus 3 1 6 5 6 4 4 8 6 1 4
Vasiliauskas Martynas 7 9 7 6 9 10 5 2 9 8 4
Pocius Dovydas 3 9 6 7 1 2 6 5 7 10 5
Kavaliauskas Benas 7 5 2 9 10 7 8 8 10 8 1
Giedraitis Nojus 1 4 7 6 5 7 6 3 6 5 9
Valantinas Rokas 9 2 4 8 6 7 2 2 6 6 9
Valantinas Dominykas 7 7 9 9 9 7 8 8 5 5 1
Vasiliauskas Deividas 5 8 1 6 2 7 2 8 7 8 6
Giedraitis Tomas 2 8 2 4 4 6 4 3 3 7 7
Valantinas Deividas 1 7 6 1 6 1 9 5 5 2 1
Vasiliauskas Nojus 2 2 8 10 7 4 2 1 6 9 8
?epas Lukas 6 6 6 7 6 9 8 4 5 8 2
Giedraitis Mantas 2 2 1 4 8 2 2 3 3 8 2
Kairys Titas 9 9 10 2 1 9 8 9 10 9 3
Petrauskas Titas 3 8 3 3 7 6 4 4 2 7 1
Kazlauskas Dominykas 10 5 3 6 4 3 5 1 7 4 4
ukauskas Dovydas 1 7 2 2 3 3 6 8 2 9 2
Kavaliauskas Dovydas 7 6 5 3 9 4 9 1 10 9 9
Paulauskas Laurynas 5 5 8 7 2 5 8 8 9 2 6
ukauskas Rokas 7 6 5 9 7 9 1 3 5 5 10
Stankevi?ius Andrius 3 5 4 5 9 3 1 2 5 9 9
Paulauskas Dovydas 6 5 1 9 1 9 10 1 9 2 9
Giedraitis Deividas 2 3 9 6 5 6 2 3 2 9 3
Kazlauskas Benas 3 1 4 3 7 1 8 9 8 3 7
Petrauskas Deividas 7 1 4 8 7 2 3 7 1 4 2
Sadauskas Benas 3 7 5 4 9 2 2 6 9 2 7
Kavaliauskas Paulius 10 10 9 4 5 3 8 1 6 9 6
Vasiliauskas Vilius 1 1 3 4 5 8 6 10 9 4 1
Stankevi?ius Tomas 4 7 4 7 10 7 9 5 8 1 9
Šimkus Laurynas 7 5 5 9 3 4 1 6 10 9 3
Petrauskas Martynas 6 1 4 8 2 2 9 7 3 2 1
Bacevi?ius Ignas 9 8 6 3 6 1 4 9 6 9 3
Maeika Mantas 10 9 7 7 10 6 4 10 4 9 8
Sadauskas Adomas 7 5 8 10 4 8 7 2 3 10 4
Petrauskas Benas 7 2 10 2 10 2 7 1 10 8 1
Giedraitis Kajus 7 10 7 6 1 2 10 8 6 8 5
Kairys Tomas 5 6 2 4 10 10 5 5 8 7 6
Kazlauskas Adomas 9 4 1 8 5 9 7 7 8 5 9
?epas Nojus 1 7 3 5 2 2 10 6 8 5 7
Paulauskas Benas 9 1 7 2 10 7 10 1 3 2 1
Grigaitis Rokas 8 7 8 6 1 3 9 5 7 8 8
Pocius Benas 2 1 4 10 8 4 4 4 7 7 9
Grigaitis Adomas 10 1 2 7 1 4 1 9 2 7 8
Bacevi?ius Ignas 5 7 5 7 4 4 8 5 9 9 9
Sadauskas Martynas 8 3 8 4 7 5 1 4 6 5 10
Jankauskas Dominykas 1 7 1 7 1 3 6 3 4 10 5
Noreika Rokas 3 9 8 5 2 6 5 2 5 9 8
Noreika Martynas 6 3 5 1 5 10 7 8 2 6 3
Mikalauskas Nojus 10 3 9 3 2 7 6 7 2 7 4
Bacevi?ius Dovydas 2 3 1 6 8 4 2 9 8 1 10
Grigaitis Rokas 1 3 5 9 3 10 10 5 4 3 3
Grigaitis Tomas 2 4 5 1 8 4 8 3 1 8 6
ukauskas Lukas 9 8 10 5 6 7 2 8 3 2 7
Šimkus Paulius 6 10 9 4 7 2 2 9 8 9 1
Mikalauskas Andrius 1 6 5 8 6 6 8 1 2 10 1
Vasiliauskas Dovydas 10 8 1 3 7 3 5 3 1 5 1
Vasiliauskas Jonas 4 7 3 4 10 6 10 8 2 3 4
Paulauskas Dovydas 5 6 4 3 4 9 2 6 5 1 10
Grigaitis Martynas 4 6 3 1 3 6 8 3 6 2 9
Vasiliauskas Arnas 5 8 2 7 4 4 9 3 7 4 2
Pocius Tomas 10 3 4 4 9 5 10 8 7 2 5
Mikalauskas Lukas 4 4 6 6 7 9 5 4 4 7 6
ukauskas Mantas 3 1 10 3 6 7 1 1 9 2 7
Sadauskas Andrius 6 2 5 4 3 2 4 4 1 2 1
Šimkus Vilius 4 10 1 7 6 6 3 9 9 3 5
Vasiliauskas Arnas 5 4 9 7 10 9 9 2 5 4 4
Mikalauskas Benas 7 3 6 7 3 4 2 4 3 3 4
Kavaliauskas Dovydas 9 1 8 6 1 10 2 8 6 8 2
Vasiliauskas Ignas 1 10 10 2 8 8 6 3 9 10 1
Kairys Laurynas 4 8 10 1 1 8 3 1 5 10 1
Bacevi?ius Mantas 9 8 8 2 1 10 7 6 10 1 6
Jankauskas Ignas 8 10 2 3 10 4 1 4 3 3 7
Maeika Titas 5 2 2 6 5 9 2 10 6 7 4
Sadauskas Arnas 4 7 7 3 1 2 7 10 10 4 10
Vasiliauskas Nojus 10 3 6 7 9 4 8 4 6 6 3
Maeika Dominykas 8 3 9 6 6 9 9 5 5 3 6
Sadauskas Deividas 4 5 9 7 1 1 5 1 3 7 7
Mikalauskas Paulius 10 7 1 3 10 10 4 7 4 4 7
Noreika Rokas 6 7 9 6 5 2 6 6 8 6 2
Stankevi?ius Lukas 4 2 4 1 7 5 4 2 5 3 4
Kazlauskas Paulius 6 2 6 2 4 4 6 6 7 1 8
Sadauskas Kajus 4 6 10 8 1 2 2 1 6 10 2
ukauskas Paulius 6 5 6 4 7 8 8 10 10 8 7
Sadauskas Andrius 9 8 2 3 6 8 2 8 10 4 10
Petrauskas Nojus 2 1 5 5 10 4 6 1 1 5 7
Bacevi?ius Arnas 9 4 9 4 7 7 9 8 2 8 6
ukauskas Paulius 1 2 7 10 9 6 8 2 7 4 10
Grigaitis Mantas 9 5 3 2 8 9 9 9 9 8 9
Pocius Lukas 1 9 9 10 2 3 7 3 2 9 4
Vasiliauskas Titas 5 10 10 5 6 9 7 1 3 6 10
?epas Arnas 5 7 10 6 6 2 4 6 5 10 8
Grigaitis Arnas 1 8 9 1 7 2 1 10 6 6 3
Petrauskas Dominykas 8 2 9 6 7 2 4 7 4 8 10
Grigaitis Rokas 4 2 3 7 7 8 4 5 5 6 10
Vasiliauskas Martynas 2 10 4 8 10 10 7 5 9 6 7
Pocius Deividas 1 9 10 4 8 7 9 8 1 6 4
Sadauskas Vilius 6 1 9 1 2 9 9 3 1 2 4
ukauskas Laurynas 7 1 5 8 8 3 3 5 1 10 7
Maeika Andrius 2 5 10 2 1 10 5 5 8 8 10
Noreika Tomas 2 9 10 5 8 6 7 7 2 10 1
Bacevi?ius Benas 6 10 1 4 7 8 6 5 10 7 10
Grigaitis Martynas 6 6 5 1 1 1 5 8 5 5 10
Kazlauskas Titas 4 6 6 10 2 6 2 3 9 4 1
Jankauskas Benas 1 4 6 2 7 4 7 3 2 4 8
Noreika Mantas 4 7 8 1 3 5 2 8 2 9 4
Paulauskas Nojus 7 6 9 7 4 10 2 10 10 2 1
Paulauskas Tomas 5 9 1 7 7 6 4 3 5 5 8
Jankauskas Lukas 1 1 4 3 9 7 2 10 3 10 4
Stankevi?ius Martynas 2 6 3 10 3 9 1 10 8 7 9
Valantinas Benas 1 7 7 2 6 6 8 9 2 5 5
Vasiliauskas Tomas 9 7 9 7 4 4 10 2 6 1 3
Sadauskas Dovydas 7 4 5 5 4 8 3 7 2 4 6
Vasiliauskas Arnas 6 6 1 2 9 10 4 6 5 6 2
Valantinas Jonas 2 6 9 5 2 9 3 5 1 8 6
Petrauskas Benas 7 2 1 1 5 2 5 3 5 10 4
Giedraitis Jonas 8 1 7 10 3 8 5 2 2 1 2
Valantinas Titas 9 10 7 9 4 5 7 4 6 7 7
Vasiliauskas Dominykas 8 3 3 2 3 2 2 7 10 5 3
Maeika Arnas 7 10 1 3 8 5 10 3 6 4 1
Noreika Deividas 6 6 1 1 1 1 2 1 6 2 3
Stankevi?ius Paulius 8 6 10 2 10 1 9 9 9 3 5
Paulauskas Titas 3 5 4 8 5 1 7 7 6 3 8
Vasiliauskas Andrius 6 5 6 8 4 1 6 9 5 3 5
?epas Laurynas 9 10 1 5 6 1 8 7 9 6 3
Noreika Andrius 2 5 3 10 9 3 4 6 9 1 10
Mikalauskas Tomas 1 5 7 2 2 2 10 6 8 6 2
Maeika Paulius 4 4 2 8 9 8 1 4 4 2 6
Valantinas Titas 3 7 9 10 10 3 4 2 1 7 8
Giedraitis Andrius 10 9 6 3 2 1 4 6 9 9 4
Bacevi?ius Tomas 7 3 4 10 4 3 10 2 10 6 8
Grigaitis Tomas 1 5 8 7 8 4 6 10 7 1 10
Kairys Nojus 10 7 6 1 9 3 6 6 8 3 9
Kazlauskas Andrius 7 2 10 4 3 4 2 10 6 2 8
Vasiliauskas Mantas 3 7 6 1 7 6 2 10 4 2 2
Sadauskas Vilius 9 7 4 8 7 6 9 2 6 7 1
Vasiliauskas Ignas 9 3 3 5 10 7 4 4 1 9 8
Stankevi?ius Kajus 1 3 4 2 6 9 3 5 3 9 7
