Vardas Pavarde ND1 ND2 ND3 ND4 ND5 ND6 ND7 ND8 ND9 ND10 ND11 ND12 ND13 ND14 ND15 Egz.
Paulius Butkus 8 7 2 6 7 6 2 3 10 3 5 10 2 3 8 7
Edgaras Vaičiūnas 1 2 3 8 6 6 8 8 3 8 8 7 3 5 3 10
Rokas Stankevičius 9 10 9 6 9 6 3 1 1 6 1 5 5 10 10 2
Saulius Urbonas 1 6 6 9 8 9 1 9 2 10 7 10 4 5 6 5
Andrius Kundrotas 3 8 7 8 3 5 3 4 7 1 6 1 10 4 8 6
Rokas Jankauskas 7 7 9 6 4 5 9 5 2 9 9 4 7 7 4 1
Andrius Kairys 9 3 6 8 5 3 1 9 6 4 2 2 6 1 2 1
Rokas Dapkus 4 10 7 2 3 2 8 2 2 2 9 10 8 1 5 7
Arnas Sabonis 3 10 8 6 7 6 8 6 7 6 5 4 8 8 1 7
Karolis Sakalauskas 4 7 3 5 7 8 8 7 4 10 5 5 7 1 9 8
Šarūnas Vaičiūnas 10 6 6 3 3 2 2 10 5 5 7 3 6 1 7 8
Vilius Stankevičius 6 3 7 3 9 9 6 10 5 1 10 5 4 8 1 9
Karolis Urbonas 9 8 5 6 1 8 6 3 3 4 6 10 9 3 4 2
Mindaugas Paulauskas 7 4 8 2 6 1 9 8 8 8 2 6 1 1 2 9
Martynas Butkus 6 1 6 3 4 6 5 4 2 6 3 5 7 1 5 1
Gabrielius Rutkauskas 10 7 7 5 9 7 4 9 3 8 3 6 5 5 7 1
Lukas Bagdonas 2 7 2 4 10 4 9 4 5 3 8 5 4 3 10 1
Lukas Stankevičius 4 1 2 10 8 9 4 10 3 9 4 10 10 5 5 1
Šarūnas Juodka 9 6 8 6 4 2 8 4 5 8 2 10 6 2 8 7
Martynas Kazlauskas 3 8 9 5 4 1 10 6 4 3 4 6 1 3 3 1
Vytautas Jasinskas 3 8 6 3 8 8 6 7 6 9 2 3 9 4 4 8
Mindaugas Pocius 10 2 9 2 9 4 8 9 1 10 9 10 4 3 7 3
Antanas Petrauskas 7 9 1 2 9 2 8 9 1 10 7 7 2 9 8 8
Vytautas Petrauskas 8 5 1 2 7 6 5 4 4 6 6 3 2 4 1 5
Ernestas Sakalauskas 1 2 6 8 1 4 3 9 9 6 8 2 8 10 9 8
Šarūnas Sakalauskas 3 9 1 5 7 1 8 6 9 8 4 3 6 8 1 2
Mantas Petraitis 8 9 7 1 5 9 4 9 5 5 6 4 1 5 10 8
Mantas Žukauskas 4 8 3 2 3 4 6 9 1 10 1 1 7 9 3 10
Edgaras Dapkus 6 4 2 9 9 3 8 2 4 4 10 2 1 3 8 8
Simonas Stankevičius 7 9 1 5 7 3 3 1 10 1 1 8 4 4 9 5
Šarūnas Petrauskas 1 10 3 5 8 10 10 2 8 6 8 1 4 4 1 6
Dominykas Matulis 3 8 4 2 9 3 8 4 10 10 2 10 5 7 2 1
Mantas Morkūnas 8 3 5 1 10 1 4 2 6 6 9 3 6 8 8 6
Andrius Juodka 9 5 7 10 7 5 5 10 7 2 7 10 6 4 9 9
Vilius Morkūnas 8 3 6 1 9 9 8 10 6 2 6 6 10 5 1 5
Laurynas Stankevičius 1 7 5 7 1 6 6 9 3 2 4 3 8 10 2 8
Paulius Vaičiūnas 8 9 7 3 4 10 6 7 1 3 9 2 2 6 7 2
Aurimas Petrauskas 3 10 3 6 4 10 8 10 9 10 7 5 7 5 10 4
Mantas Jasinskas 6 9 7 10 7 7 7 9 10 2 3 3 2 8 6 2
Simonas Paulauskas 8 10 8 7 4 9 10 1 2 6 2 4 6 6 10 10
Giedrius Vaičiūnas 10 10 8 3 2 7 3 2 8 7 3 1 8 6 4 10
Mantas Matulis 2 1 5 6 6 8 8 2 6 2 2 9 7 10 8 9
Mantas Balčiūnas 9 9 3 4 4 7 6 6 6 2 9 10 1 3 7 9
Andrius Zelvys 9 10 9 8 1 5 3 4 10 4 8 3 10 8 1 5
Dovydas Matulis 1 6 10 3 1 6 8 5 7 8 8 2 10 5 9 9
Antanas Kundrotas 5 7 4 4 3 6 9 1 2 2 1 3 5 2 1 8
Edgaras Jankauskas 9 1 2 10 1 7 5 7 9 2 7 1 10 4 10 9
Giedrius Jankauskas 4 4 5 4 6 2 2 7 5 2 2 6 5 5 9 5
Andrius Morkūnas 9 6 2 3 1 9 4 9 6 5 6 8 1 1 4 8
Arvydas Misevičius 4 10 6 3 3 2 1 3 7 2 10 8 1 1 5 2
Lukas Navickas 5 1 3 2 5 3 4 9 6 3 1 9 2 2 3 3
Tomas Petraitis 8 1 6 3 3 3 9 8 9 1 1 9 6 4 5 6
Šarūnas Petraitis 9 7 9 7 4 8 9 8 7 5 4 8 8 7 8 8
Ignas Rutkauskas 5 7 7 4 3 9 6 6 2 4 3 4 1 6 8 7
Simonas Dapkus 7 6 3 2 1 4 1 7 3 10 3 10 7 5 3 7
Vytautas Norkus 9 5 10 4 9 7 7 2 7 8 1 6 6 3 6 6
Vytautas Navickas 5 2 9 6 2 1 4 6 6 3 6 5 6 9 5 1
Aurimas Balsys 1 9 5 4 7 6 3 10 3 6 9 5 5 10 10 1
Mantas Misevičius 6 2 3 4 6 4 7 10 10 7 4 5 7 2 8 3
Gabrielius Vaičiūnas 6 1 3 4 7 5 7 4 10 7 8 5 4 10 9 8
Jonas Kairys 5 8 6 4 3 10 1 1 1 8 3 4 10 3 5 2
Rokas Petrauskas 9 2 7 2 6 7 4 3 6 6 1 3 6 8 2 5
Edgaras Stankevičius 10 2 8 2 5 9 8 10 2 9 2 10 8 4 1 5
Ernestas Sakalauskas 4 10 7 9 10 7 8 1 7 8 7 5 10 5 7 4
Simonas Stankevičius 9 5 2 3 6 1 5 2 7 3 9 4 4 2 3 6
Mantas Balsys 7 10 4 2 3 2 10 1 8 9 3 3 7 5 10 7
Laurynas Petrauskas 10 7 4 5 4 2 8 3 3 4 10 3 10 6 9 3
Arvydas Juodka 5 6 6 1 6 9 5 10 1 10 9 5 8 7 7 5
Vilius Petraitis 10 8 6 2 1 1 5 4 1 7 4 8 3 3 10 5
Simonas Kairys 4 3 2 6 6 7 9 6 7 3 2 7 6 7 6 4
Saulius Vaičiūnas 9 4 2 6 4 9 3 9 9 9 8 1 10 6 2 5
Mantas Navickas 2 6 10 10 8 7 9 10 7 2 5 4 2 7 4 4
Gabrielius Paulauskas 5 10 3 9 1 1 5 2 7 8 9 9 6 6 2 6
Simonas Morkūnas 7 3 4 1 9 5 8 8 5 1 3 2 1 9 2 8
Antanas Bagdonas 7 7 10 3 7 8 2 10 5 10 1 3 8 6 4 2
Rokas Urbonas 2 9 8 2 5 8 10 6 3 2 2 6 9 2 6 8
Simonas Jasinskas 8 1 2 10 5 1 6 6 8 7 1 6 6 2 3 7
Vilius Vaitkus 9 6 5 10 2 7 9 3 6 9 8 6 7 4 1 7
Arvydas Urbonas 4 7 5 3 2 1 10 6 3 9 6 10 5 8 3 4
Tomas Vaitkus 10 3 2 6 10 4 4 9 7 6 2 3 4 9 2 5
Justinas Morkūnas 1 1 1 4 6 1 8 6 5 3 3 7 1 2 9 6
Rokas Matulis 2 1 7 6 6 10 4 2 2 2 6 5 9 3 6 10
Deividas Sakalauskas 2 5 8 6 2 6 3 8 7 4 1 3 4 3 6 7
Dominykas Kazlauskas 10 1 1 2 3 6 6 6 10 6 5 3 5 2 7 6
Mindaugas Misevičius 4 8 10 10 1 7 7 1 2 1 10 9 1 7 5 10
Dominykas Navickas 9 9 4 6 10 8 3 7 2 5 3 4 3 8 6 8
Tomas Petrauskas 9 6 10 6 4 10 4 3 6 3 9 5 1 6 6 1
Vilius Rutkauskas 1 8 9 5 8 2 2 8 4 4 10 1 4 9 10 10
Laurynas Balčiūnas 9 6 4 6 9 10 4 8 6 6 10 8 10 9 10 5
Aurimas Kazlauskas 6 1 10 5 5 10 5 4 7 4 4 7 6 8 7 3
Aurimas Norkus 9 9 6 7 4 8 10 5 6 9 8 3 6 7 7 10
Aurimas Petrauskas 7 2 6 10 8 5 7 9 2 5 8 2 3 1 5 5
Jonas Pocius 10 8 2 1 1 1 1 5 4 5 1 4 5 1 6 7
Lukas Vaitkus 10 2 10 1 1 8 10 9 3 1 6 3 9 6 2 2
Paulius Sabonis 4 2 10 5 8 8 7 6 8 5 6 7 2 9 3 5
Jonas Vaitkus 3 6 2 1 1 8 1 10 3 9 2 7 7 4 2 8
Laurynas Jankauskas 1 3 4 8 9 2 9 4 8 3 10 5 6 5 5 1
Laurynas Sabonis 4 7 9 6 10 7 6 2 9 8 6 3 6 6 7 5
Justinas Bagdonas 2 4 1 3 8 5 1 10 9 5 3 8 4 6 3 1
Eimantas Pocius 2 8 3 2 4 4 7 7 7 4 2 6 1 5 6 5
Dominykas Morkūnas 8 9 1 1 1 3 1 7 6 4 5 9 4 6 6 7
Karolis Bagdonas 7 8 3 3 9 9 2 1 2 4 1 6 1 10 2 9
Mindaugas Šimkus 5 2 10 10 10 7 3 5 6 4 3 10 10 4 5 7
Martynas Jasinskas 2 5 3 9 6 7 4 3 6 1 2 4 8 9 9 5
Arnas Navickas 2 3 8 7 8 3 7 3 7 3 9 1 5 8 9 9
Šarūnas Pocius 5 4 4 8 6 1 6 7 2 9 3 2 8 10 7 6
Laurynas Pocius 3 5 5 3 5 5 2 1 1 2 10 8 1 4 2 5
Saulius Šimkus 10 4 5 8 2 7 5 10 4 3 8 5 7 2 7 5
Mantas Žukauskas 6 6 8 5 5 6 4 2 5 3 8 4 7 10 2 2
Simonas Žukauskas 6 2 1 3 10 9 4 2 2 8 3 5 9 8 4 3
Ignas Petrauskas 4 3 2 3 10 9 4 4 5 3 7 9 2 1 4 2
Lukas Paulauskas 9 5 2 10 3 7 2 3 10 6 4 1 2 9 1 9
Eimantas Navickas 2 9 10 7 10 8 4 10 6 1 6 8 3 6 8 4
Vilius Sabonis 3 10 3 4 6 3 1 8 4 7 3 6 8 1 7 1
Aurimas Balsys 8 7 4 8 2 1 8 7 5 5 6 6 9 7 4 2
Vilius Kazlauskas 8 9 3 4 7 10 4 7 9 4 8 10 3 9 8 6
Aurimas Stankevičius 6 5 6 8 4 3 1 3 8 10 6 8 5 9 1 2
Edgaras Balsys 2 9 7 2 3 9 8 10 7 9 4 4 3 7 5 9
Giedrius Jankauskas 9 4 4 9 8 7 3 5 5 10 9 2 5 8 1 8
Andrius Norkus 6 7 4 4 7 4 5 6 1 6 8 7 9 6 2 8
Vytautas Žukauskas 3 8 2 7 8 3 3 1 9 1 10 5 2 5 4 1
Aurimas Morkūnas 8 8 10 3 2 6 3 5 3 7 6 5 7 7 6 10
Eimantas Kundrotas 6 1 10 3 9 7 8 5 1 2 6 8 9 10 3 3
Tomas Paulauskas 5 2 2 4 6 1 8 4 9 9 7 7 9 10 9 5
Giedrius Balčiūnas 7 1 8 3 1 1 9 10 5 3 10 5 3 9 6 6
Jonas Pocius 3 5 4 3 4 9 10 5 7 7 3 6 1 9 1 7
Karolis Dapkus 6 1 2 4 6 9 9 3 4 9 8 7 5 9 1 9
Andrius Dapkus 8 8 6 3 5 2 1 1 10 5 6 1 7 6 4 6
Giedrius Dapkus 1 8 3 6 1 7 8 6 3 1 1 7 5 6 7 4
Tomas Morkūnas 5 9 7 8 10 7 4 7 8 4 8 9 7 7 4 3
Dominykas Paulauskas 10 1 10 3 3 2 1 9 7 3 10 1 2 5 10 6
Ignas Zelvys 2 5 6 3 10 8 7 6 2 8 9 8 8 5 5 6
Paulius Misevičius 4 9 10 10 6 9 5 2 7 1 10 7 3 7 9 4
Giedrius Navickas 4 4 8 3 9 5 7 10 5 3 5 1 3 1 6 7
Arnas Matulis 8 4 9 2 9 2 7 7 5 6 9 3 2 1 5 2
Rokas Dapkus 9 3 9 7 3 9 4 1 9 6 4 7 5 5 1 1
Šarūnas Butkus 2 1 5 5 2 3 8 7 9 10 4 5 9 6 1 9
Laurynas Matulis 10 7 5 3 9 9 5 9 4 7 3 7 3 10 10 3
Justinas Jankauskas 1 6 8 3 4 1 2 6 1 6 9 9 9 9 8 6
Arnas Vaičiūnas 10 10 9 3 8 1 3 9 1 5 5 4 7 6 1 2
Dominykas Navickas 8 4 5 1 2 8 7 9 10 7 7 5 2 2 4 7
Dominykas Balsys 5 9 7 7 5 5 5 1 2 10 7 4 9 4 2 10
Lukas Matulis 10 8 7 6 6 2 2 10 8 9 5 10 4 9 7 9
Karolis Balčiūnas 4 5 9 8 2 10 9 10 5 3 10 2 10 3 1 8
Arvydas Jankauskas 8 9 10 3 7 1 7 2 9 4 10 2 4 4 4 10
Antanas Kairys 10 3 10 2 9 2 3 7 4 10 9 1 7 3 4 6
Dominykas Šimkus 3 8 9 6 2 6 4 9 2 9 6 10 9 3 9 10
Martynas Misevičius 8 2 4 6 2 2 5 7 8 10 4 10 9 10 4 7
Justinas Dapkus 9 2 9 4 10 6 9 5 3 6 8 8 8 4 10 2
Vilius Matulis 4 3 2 5 10 4 9 3 10 3 9 9 1 5 9 2
Laurynas Paulauskas 5 5 5 2 8 4 6 7 4 10 3 7 10 2 6 4
Gabrielius Matulis 7 5 9 7 6 1 3 5 8 3 2 6 8 10 9 9
Martynas Sakalauskas 9 8 10 2 7 6 5 9 1 5 6 5 1 7 3 4
Paulius Kairys 10 3 3 1 5 4 8 1 10 3 3 2 2 6 3 9
Mindaugas Navickas 9 9 3 9 1 8 6 2 6 1 3 4 10 10 3 7
Antanas Zelvys 2 6 4 9 2 5 4 6 7 10 9 10 7 5 9 8
Deividas Vaičiūnas 2 10 3 3 2 8 3 9 3 1 5 8 4 8 8 10
Deividas Kairys 1 8 7 10 6 8 4 1 10 4 2 10 10 10 5 7
Lukas Urbonas 2 1 7 1 6 1 6 8 4 1 1 2 2 9 6 3
Andrius Petrauskas 3 4 1 10 2 8 3 4 2 5 7 9 3 6 1 3
Šarūnas Bagdonas 8 8 2 8 5 10 3 9 8 10 9 1 8 2 6 2
Šarūnas Pocius 10 5 5 1 5 5 4 8 7 3 2 3 2 9 3 1
Lukas Petrauskas 10 1 5 4 6 1 3 10 8 2 8 2 5 9 10 8
Gabrielius Kundrotas 3 8 6 8 3 6 2 9 10 3 7 6 4 10 5 2
Mantas Sabonis 3 10 9 5 10 8 9 10 10 8 5 6 6 2 4 2
Tomas Sakalauskas 8 1 4 5 3 1 3 4 5 8 6 10 6 8 4 7
Jonas Pocius 3 9 2 5 5 6 5 1 9 6 10 4 2 6 4 2
Antanas Rutkauskas 3 4 8 10 5 10 5 7 2 8 3 2 4 3 6 6
Eimantas Butkus 1 7 9 8 2 2 2 7 2 6 2 7 1 9 1 8
Aurimas Jasinskas 9 7 1 5 6 7 2 5 9 6 9 1 1 1 2 4
Justinas Sakalauskas 9 2 3 5 10 8 3 6 8 4 8 3 5 4 5 10
Saulius Kundrotas 2 2 2 7 3 7 8 5 4 6 6 10 6 9 10 4
Mantas Zelvys 4 5 5 7 1 2 7 1 7 9 5 9 7 5 10 8
Arvydas Sakalauskas 2 7 6 3 3 5 6 9 2 9 2 3 4 9 3 5
Rokas Dapkus 9 1 6 7 1 8 5 1 10 9 9 9 7 2 2 8
Mantas Dapkus 1 10 9 4 4 9 9 1 6 10 9 10 2 8 9 1
Aurimas Dapkus 4 6 1 4 1 7 3 6 9 4 5 6 1 10 9 10
Antanas Jasinskas 3 8 10 6 3 4 8 8 2 1 1 2 4 4 8 3
Laurynas Zelvys 8 5 2 1 4 8 10 1 5 7 5 7 8 7 6 10
Ernestas Šimkus 1 7 9 6 8 8 8 2 7 2 5 3 3 1 3 6
Saulius Petraitis 3 4 1 5 8 1 9 7 8 2 4 10 2 3 7 1
Tomas Vaitkus 5 1 10 6 5 9 10 7 1 8 7 8 2 8 4 4
Paulius Norkus 7 8 10 2 4 5 4 9 8 10 4 6 1 5 8 2
Giedrius Stankevičius 5 10 5 4 2 1 8 4 9 1 1 1 2 2 3 8
Edgaras Vaičiūnas 4 9 6 8 10 10 5 9 6 3 4 2 1 9 10 1
Paulius Petrauskas 3 1 2 10 9 1 10 5 3 5 5 10 3 9 2 10
Deividas Petraitis 1 4 4 10 8 5 7 6 8 3 4 4 8 4 5 8
Dominykas Dapkus 7 4 3 3 6 5 3 8 4 3 10 4 1 1 7 9
Karolis Vaitkus 9 4 5 8 2 2 5 7 1 3 2 3 5 8 6 6
Saulius Navickas 9 9 9 3 5 2 9 4 7 5 5 8 4 6 1 7
Mindaugas Norkus 4 6 5 8 6 8 9 10 7 8 6 3 2 2 4 3
Jonas Navickas 9 5 9 7 7 3 6 6 8 3 8 3 1 8 6 3
Arnas Urbonas 8 7 8 1 3 4 6 8 5 7 10 7 8 1 9 1
Deividas Matulis 2 2 9 5 10 8 10 3 3 8 2 10 7 9 6 10
Paulius Dapkus 9 7 3 8 5 8 5 8 4 6 5 7 2 3 1 2
Saulius Pocius 2 10 6 4 1 4 9 1 5 5 9 5 7 7 2 2
Saulius Bagdonas 4 1 1 8 8 1 8 1 1 8 2 2 6 7 5 5
Andrius Jasinskas 4 10 5 4 7 2 1 7 4 5 10 6 8 7 5 4
Šarūnas Šimkus 5 10 1 6 4 5 2 6 3 7 10 3 2 9 8 2
Mantas Bagdonas 9 1 5 2 2 8 10 5 5 6 3 3 3 6 7 5
Gabrielius Sakalauskas 9 2 8 10 10 4 7 9 3 1 2 5 6 6 1 9
Ignas Butkus 4 4 5 7 7 2 5 8 6 4 3 10 9 2 1 1
Lukas Bagdonas 1 8 7 3 9 6 4 1 5 4 6 7 2 1 9 1
Lukas Balčiūnas 10 5 6 7 5 1 1 9 9 9 1 5 4 7 10 5
Antanas Urbonas 6 5 2 5 2 2 4 5 4 7 7 6 1 8 2 5
Antanas Šimkus 9 9 7 2 4 1 7 6 2 2 4 1 1 1 10 2
Šarūnas Misevičius 3 3 3 10 6 4 6 4 9 6 10 7 9 3 10 3
Edgaras Sabonis 3 10 8 4 7 2 9 7 10 5 5 9 1 2 2 3
Arvydas Kazlauskas 10 3 3 9 1 3 10 1 4 6 1 10 2 10 9 4
Rokas Zelvys 2 1 4 2 1 3 3 6 6 4 8 4 10 9 3 4
Tomas Balčiūnas 10 5 9 9 8 10 8 9 8 6 1 6 9 6 7 6
Giedrius Pocius 9 2 3 4 2 1 3 4 10 6 5 4 1 10 6 1
Vilius Kairys 1 3 7 2 10 10 6 9 7 1 6 9 2 8 5 1
Ignas Morkūnas 6 4 5 4 10 3 8 10 1 4 8 1 1 4 2 8
Vilius Misevičius 3 6 9 8 4 8 1 4 9 9 10 8 3 9 4 7
Vytautas Paulauskas 4 7 2 6 5 6 9 5 6 4 3 10 1 6 9 4
Aurimas Kairys 8 8 6 2 4 4 8 8 7 4 5 4 10 5 7 1
Deividas Vaičiūnas 4 4 9 4 10 3 5 5 7 4 9 9 5 7 5 2
Giedrius Kazlauskas 10 1 4 5 6 8 3 9 2 8 5 9 4 2 6 8
Saulius Bagdonas 5 3 5 2 8 9 10 2 3 2 8 8 5 3 4 1
Dovydas Žukauskas 9 10 7 2 8 1 2 9 4 1 5 7 10 9 7 4
Andrius Kazlauskas 6 9 10 5 2 10 8 6 6 5 2 7 4 9 10 7
Aurimas Dapkus 7 4 2 3 6 6 3 2 5 6 6 3 8 3 7 5
Karolis Rutkauskas 3 10 9 9 4 8 7 10 4 7 7 1 1 1 2 5
Vytautas Matulis 4 5 1 8 4 7 4 6 6 4 1 6 5 4 10 2
Tomas Sabonis 1 4 5 5 6 3 5 6 6 9 5 1 6 5 5 6
Vytautas Misevičius 8 2 9 9 10 10 6 8 2 6 10 4 7 9 4 2
Justinas Morkūnas 8 3 3 2 3 9 6 6 9 3 7 3 2 4 6 10
Edgaras Pocius 6 10 3 1 9 8 7 10 4 7 3 7 3 10 8 7
Arnas Kundrotas 10 10 9 5 9 1 6 2 5 10 1 10 4 3 3 1
Ernestas Paulauskas 2 8 3 6 2 3 2 4 2 10 5 6 4 10 10 1
Antanas Sabonis 1 3 8 3 8 3 2 2 3 7 8 6 8 10 1 10
Deividas Sakalauskas 6 9 1 5 1 8 8 10 1 6 9 4 6 7 7 6
Edgaras Sabonis 7 9 6 4 2 1 8 3 2 5 7 8 4 5 7 6
Šarūnas Sabonis 8 8 7 8 6 3 5 8 10 6 4 8 8 2 3 8
Antanas Petraitis 3 6 10 5 10 4 1 8 1 4 6 6 5 3 8 7
Eimantas Petrauskas 10 3 4 9 7 9 5 4 4 1 9 1 7 10 7 1
Vilius Pocius 3 1 2 4 4 4 10 10 9 1 3 1 1 9 10 4
Deividas Bagdonas 6 6 2 2 7 4 9 6 1 1 10 7 2 2 6 2
Mantas Jankauskas 6 4 3 5 4 6 5 10 9 10 1 8 4 2 5 2
Eimantas Kairys 3 5 3 6 9 10 7 4 4 8 1 8 6 5 6 2
Rokas Norkus 9 2 5 2 3 9 3 10 7 2 2 1 10 2 7 2
Deividas Matulis 3 8 5 3 1 2 2 7 8 10 10 8 9 9 5 7
Eimantas Pocius 6 9 8 5 7 1 8 8 3 7 9 1 9 8 2 6
Gabrielius Žukauskas 3 6 4 10 3 3 2 1 5 8 1 3 9 1 6 4
Lukas Vaitkus 9 3 8 1 2 9 8 1 6 6 1 3 7 1 4 6
Ignas Balsys 1 6 8 2 3 10 1 5 10 10 6 3 10 3 5 2
Tomas Vaitkus 1 10 7 3 2 1 5 8 9 4 10 3 9 9 1 8
Ignas Morkūnas 6 9 10 10 5 1 1 5 4 10 9 9 3 10 8 9
Šarūnas Kazlauskas 6 1 2 2 4 3 5 5 3 7 7 6 10 2 8 6
Justinas Paulauskas 3 8 9 6 2 1 9 8 9 3 4 5 9 10 6 1
Deividas Matulis 9 7 1 3 2 5 6 5 4 6 8 2 2 9 7 6
Karolis Morkūnas 1 4 8 3 10 3 9 1 4 7 7 7 2 8 6 10
Mantas Paulauskas 7 3 10 1 8 5 1 7 4 5 6 3 4 4 7 5
Lukas Urbonas 2 7 7 1 3 6 1 8 2 3 7 5 7 2 3 1
Antanas Sakalauskas 7 6 8 9 10 6 5 2 3 8 2 7 7 9 7 5
Gabrielius Juodka 1 4 4 9 6 4 2 3 9 7 1 4 5 9 6 3
Rokas Petraitis 8 1 1 5 9 6 9 8 2 4 8 9 3 9 9 3
Laurynas Rutkauskas 6 7 4 3 7 5 10 5 7 10 1 3 9 1 4 5
Arnas Jasinskas 2 5 6 3 10 10 7 3 7 3 8 9 2 5 10 6
Mindaugas Navickas 4 9 8 2 10 9 4 4 2 5 9 5 9 1 8 10
Saulius Navickas 6 7 1 9 3 3 9 5 6 8 8 5 1 9 3 6
Deividas Jasinskas 9 1 2 9 6 6 5 4 1 7 4 9 6 1 4 4
Giedrius Urbonas 2 9 2 8 1 1 9 7 3 6 9 9 2 4 8 8
Simonas Juodka 6 4 3 6 2 4 3 8 1 4 3 3 4 10 6 3
Simonas Petrauskas 8 8 5 1 10 8 6 5 1 6 9 7 6 9 4 6
Aurimas Butkus 3 2 1 8 1 3 9 8 2 5 7 7 5 8 8 3
Aurimas Navickas 4 10 5 6 2 9 7 6 10 4 7 2 3 2 2 8
Justinas Butkus 6 9 10 3 2 5 1 10 1 10 9 4 9 3 2 10
Arnas Balsys 10 2 6 1 7 9 8 10 4 6 4 3 9 7 2 5
Giedrius Vaičiūnas 8 1 7 10 1 9 7 9 1 6 7 2 1 2 5 5
Aurimas Zelvys 4 7 3 9 8 9 4 1 2 5 6 3 4 8 8 7
Mindaugas Urbonas 5 3 7 3 4 5 3 7 9 6 1 10 7 7 9 9
Vilius Petraitis 1 10 6 1 9 3 10 9 1 2 2 7 1 5 5 1
Paulius Šimkus 7 3 2 6 7 6 8 8 5 6 1 2 8 8 4 7
Rokas Bagdonas 10 2 9 4 8 1 9 2 2 7 2 10 8 4 8 6
Eimantas Norkus 1 4 2 6 10 7 4 6 7 8 4 9 1 9 1 9
Vilius Žukauskas 4 6 9 9 2 4 2 3 3 8 9 10 2 10 4 5
Ignas Kairys 8 5 3 1 2 6 1 4 3 4 7 1 7 2 3 8
Eimantas Juodka 2 3 2 8 3 2 5 9 10 6 9 5 10 3 7 5
Andrius Petrauskas 8 1 8 7 9 8 7 2 10 7 1 4 4 7 4 9
Andrius Jankauskas 3 6 5 2 2 4 9 6 3 9 10 3 9 1 10 9
Jonas Navickas 2 10 2 10 1 1 2 2 8 6 1 5 8 5 7 5
Mindaugas Kazlauskas 6 7 5 4 8 9 1 4 2 2 1 2 3 6 1 10
Lukas Sakalauskas 3 6 4 1 10 4 4 1 9 9 4 4 6 6 10 3
Rokas Jankauskas 6 3 2 10 1 2 9 10 6 3 10 10 8 2 3 2
Dominykas Balčiūnas 2 2 5 9 5 5 5 10 9 8 1 3 10 8 6 5
Arnas Petraitis 6 6 1 8 6 8 4 1 6 8 7 7 7 4 4 5
Eimantas Dapkus 2 3 5 7 8 3 6 4 9 4 7 10 4 6 8 9
Vytautas Vaičiūnas 1 10 3 2 1 4 10 6 8 5 10 7 1 5 6 9
Andrius Norkus 4 1 3 7 10 8 1 6 10 7 9 9 2 3 2 9
Jonas Jankauskas 9 3 3 5 9 2 8 4 8 4 4 9 8 8 5 5
Arnas Kundrotas 1 9 4 2 3 5 3 2 5 8 2 1 1 7 3 2
Ignas Paulauskas 2 7 3 1 1 8 9 10 5 6 4 6 3 1 4 6
Arvydas Petrauskas 5 7 8 2 7 2 2 1 7 2 7 2 9 5 5 1
Giedrius Sabonis 10 1 3 9 7 4 1 7 8 7 8 4 7 1 4 3
Mantas Matulis 2 10 3 8 8 2 10 7 10 4 3 10 2 5 9 4
Eimantas Petrauskas 6 10 3 10 1 1 4 3 6 8 4 1 2 5 5 7
Mindaugas Matulis 10 9 9 3 7 8 5 4 7 5 8 4 8 6 5 7
Ignas Jankauskas 3 5 6 10 9 5 8 8 7 3 10 8 5 6 7 7
Andrius Dapkus 9 1 3 10 5 2 6 3 2 9 1 8 9 10 9 2
Arvydas Morkūnas 1 5 1 5 4 6 5 4 9 4 1 8 6 7 10 7
Gabrielius Stankevičius 2 6 5 8 9 4 4 10 6 3 1 9 2 1 1 1
Edgaras Petraitis 5 4 1 10 6 6 3 2 6 4 7 9 1 10 5 3
Šarūnas Butkus 2 7 2 5 10 1 8 8 3 7 10 10 4 9 1 4
Mantas Kairys 6 5 7 7 1 4 4 7 7 7 10 7 9 2 5 7
Antanas Misevičius 2 10 8 6 4 9 8 6 3 7 7 6 8 3 7 3
Jonas Vaitkus 8 8 1 10 7 4 3 8 6 8 1 5 3 2 4 1
Paulius Juodka 4 4 10 1 9 4 10 1 3 7 5 3 10 9 1 2
Mantas Rutkauskas 4 4 6 2 7 6 10 9 10 3 6 6 6 2 7 4
Andrius Juodka 6 5 1 5 2 10 2 4 9 3 4 2 7 7 1 2
Mantas Vaičiūnas 8 4 6 4 9 9 3 9 9 1 2 3 5 2 4 7
Gabrielius Matulis 1 10 9 4 1 9 9 7 7 3 4 5 10 5 3 10
Vilius Juodka 2 1 7 9 1 1 4 7 1 1 5 4 5 2 5 1
Deividas Paulauskas 3 10 1 9 3 5 6 3 8 5 1 3 5 7 1 10
Edgaras Paulauskas 5 10 6 10 1 3 6 9 4 4 6 9 8 10 5 5
Antanas Petraitis 8 10 9 6 5 7 2 5 5 9 10 8 10 2 5 7
Dovydas Šimkus 6 4 2 7 9 5 5 3 8 6 7 9 7 1 3 1
Andrius Dapkus 2 10 3 8 5 3 1 6 3 1 7 1 2 5 2 8
Martynas Juodka 2 9 5 10 7 6 9 2 10 10 1 3 6 7 7 4
Arnas Paulauskas 1 10 9 6 9 3 4 9 1 4 2 3 10 6 6 4
Mindaugas Dapkus 4 7 5 7 2 7 10 10 2 8 10 3 8 1 6 7
Gabrielius Jankauskas 1 3 8 1 8 8 8 1 6 8 5 8 6 8 6 6
Dominykas Bagdonas 8 2 9 5 5 2 4 6 9 9 1 4 8 8 4 4
